num_incident,accident_type
2010S004043,collision
2010S004044,collision
2010S004045,collision
2010S004046,collision
2010S004047,fall--motorcycle
2010S004048,run_over
2010S004049,collision
2010S004050,frontal
2010S004051,run_over
2010S004052,collision
2010S004053,frontal
2010S004055,collision
2010S004056,frontal
2010S004057,frontal
2010S004058,run_over
2010S004059,collision
2010S004060,fall--motorcycle
2010S004061,collision
2010S004062,frontal
2010S004063,collision
2010S004064,collision
2010S004065,frontal
2010S004066,crash
2010S004067,crash
2010S004068,frontal
2010S004069,fall_inside_vehicle
2010S004070,frontal
2010S004071,run_over
2010S004072,frontal
2010S004073,collision
2010S004074,frontal
2010S004075,collision
2010S004076,run_over
2010S004077,crash
2010S004078,fall_inside_vehicle
2010S004079,collision
2010S004080,frontal
2010S004081,frontal
2010S004082,fall--motorcycle
2010S004083,collision
2010S004084,collision
2010S004085,collision
2010S004086,frontal
2010S004087,collision
2010S004088,collision
2010S004089,collision
2010S004090,frontal
2010S004091,collision
2010S004092,frontal
2010S004093,collision
2010S004094,collision
2010S004095,frontal
2010S004096,frontal
2010S004097,run_over
2010S004098,run_over
2010S004099,fall--motorcycle
2010S004100,fall--motorcycle
2010S004101,fall--motorcycle
2010S004102,fall--motorcycle
2010S004103,collision
2010S004104,frontal
2010S004105,fall--motorcycle
2010S004106,collision
2010S004107,frontal
2010S004108,frontal
2010S004109,run_over
2010S004110,collision
2010S004111,frontal
2010S004112,collision
2010S004113,frontal
2010S004114,collision
2010S004115,collision
2010S004116,run_over
2010S004117,frontal
2010S004118,collision
2010S004119,collision
2010S004120,frontal
2010S004121,run_over
2010S004122,crash
2010S004123,fall--motorcycle
2010S004124,misc_type
2010S004125,collision
2010S004126,collision
2010S004127,run_over
2010S004128,frontal
2010S004129,collision
2010S004130,collision
2010S004131,misc_type
2010S004132,frontal
2010S004133,collision
2010S004134,run_over
2010S004135,collision
2010S004136,collision
2010S004137,fall--motorcycle
2010S004138,collision
2010S004139,collision
2010S004140,fall--motorcycle
2010S004141,frontal
2010S004142,fall--motorcycle
2010S004143,run_over
2010S004144,run_over
2010S004145,frontal
2010S004146,collision
2010S004147,crash
2010S004148,collision
2010S004149,collision
2010S004150,collision
2010S004151,collision
2010S004152,collision
2010S004153,crash
2010S004154,frontal
2010S004155,collision
2010S004156,collision
2010S004157,fall--motorcycle
2010S004158,frontal
2010S004159,collision
2010S004160,fall_inside_vehicle
2010S004161,collision
2010S004162,collision
2010S004163,run_over
2010S004164,misc_type
2010S004165,run_over
2010S004166,run_over
2010S004167,run_over
2010S004168,collision
2010S004169,frontal
2010S004170,frontal
2010S004171,run_over
2010S004172,collision
2010S004173,collision
2010S004174,collision
2010S004175,frontal
2010S004176,collision
2010S004177,collision
2010S004178,run_over
2010S004179,frontal
2010S004180,collision
2010S004181,collision
2010S004182,fall--motorcycle
2010S004183,frontal
2010S004184,run_over
2010S004185,run_over
2010S004186,collision
2010S004187,collision
2010S004188,frontal
2010S004189,frontal
2010S004190,collision
2010S004191,collision
2010S004192,run_over
2010S004193,run_over
2010S004194,collision
2010S004195,run_over
2010S004196,collision
2010S004197,run_over
2010S004198,fall_inside_vehicle
2010S004199,collision
2010S004200,run_over
2010S004201,collision
2010S004202,collision
2010S004203,collision
2010S004204,collision
2010S004205,collision
2010S004206,misc_type
2010S004207,collision
2010S004208,collision
2010S004209,run_over
2010S004210,frontal
2010S004211,run_over
2010S004212,frontal
2010S004213,crash
2010S004214,frontal
2010S004215,run_over
2010S004216,run_over
2010S004217,crash
2010S004218,frontal
2010S004219,collision
2010S004220,collision
2010S004221,crash
2010S004222,frontal
2010S004223,collision
2010S004224,frontal
2010S004225,run_over
2010S004226,run_over
2010S004227,run_over
2010S004228,crash
2010S004229,fall_inside_vehicle
2010S004230,crash
2010S004231,collision
2010S004232,collision
2010S004233,fall_inside_vehicle
2010S004234,frontal
2010S004235,collision
2010S004236,run_over
2010S004237,collision
2010S004238,collision
2010S004239,fall--motorcycle
2010S004240,collision
2010S004241,crash
2010S004242,collision
2010S004243,run_over
2010S004244,collision
2010S004245,collision
2010S004246,frontal
2010S004247,frontal
2010S004248,overturning
2010S004249,crash
2010S004250,crash
2010S004251,collision
2010S004252,crash
2010S004253,collision
2010S004254,frontal
2010S004255,crash
2010S004256,collision
2010S004257,collision
2010S004258,fall--motorcycle
2010S004259,crash
2010S004260,collision
2010S004261,collision
2010S004262,run_over
2010S004263,run_over
2010S004264,collision
2010S004265,frontal
2010S004266,collision
2010S004267,misc_type
2010S004268,collision
2010S004269,frontal
2010S004270,collision
2010S004271,crash
2010S004272,collision
2010S004273,collision
2010S004274,crash
2010S004275,collision
2010S004276,collision
2010S004277,collision
2010S004278,frontal
2010S004279,collision
2010S004280,crash
2010S004281,collision
2010S004282,collision
2010S004283,crash
2010S004284,collision
2010S004285,collision
2010S004286,frontal
2010S004287,frontal
2010S004288,fall--motorcycle
2010S004289,collision
2010S004290,collision
2010S004291,collision
2010S004292,collision
2010S004293,collision
2010S004294,collision
2010S004295,frontal
2010S004296,collision
2010S004297,collision
2010S004298,collision
2010S004299,crash
2010S004300,collision
2010S004301,fall_inside_vehicle
2010S004302,run_over
2010S004303,collision
2010S004304,crash
2010S004305,frontal
2010S004306,collision
2010S004307,frontal
2010S004308,crash
2010S004309,collision
2010S004310,misc_type
2010S004311,collision
2010S004312,collision
2010S004313,collision
2010S004314,collision
2010S004315,collision
2010S004316,collision
2010S004317,run_over
2010S004318,run_over
2010S004319,frontal
2010S004320,collision
2010S004321,collision
2010S004322,run_over
2010S004323,run_over
2010S004324,frontal
2010S004325,run_over
2010S004326,frontal
2010S004327,collision
2010S004328,run_over
2010S004329,frontal
2010S004330,collision
2010S004331,collision
2010S004332,frontal
2010S004333,collision
2010S004334,collision
2010S004335,frontal
2010S004336,frontal
2010S004337,run_over
2010S004338,collision
2010S004339,frontal
2010S004340,collision
2010S004341,collision
2010S004342,collision
2010S004343,run_over
2010S004344,crash
2010S004345,collision
2010S004346,collision
2010S004347,run_over
2010S004348,collision
2010S004349,collision
2010S004350,collision
2010S004351,frontal
2010S004352,collision
2010S004353,frontal
2010S004354,frontal
2010S004355,collision
2010S004356,collision
2010S004357,frontal
2010S004358,collision
2010S004359,collision
2010S004360,collision
2010S004361,frontal
2010S004362,fall--motorcycle
2010S004363,collision
2010S004364,frontal
2010S004365,collision
2010S004366,frontal
2010S004367,collision
2010S004368,collision
2010S004369,collision
2010S004370,frontal
2010S004371,run_over
2010S004372,collision
2010S004373,collision
2010S004374,fall--motorcycle
2010S004375,run_over
2010S004376,collision
2010S004377,fall_inside_vehicle
2010S004378,collision
2010S004379,collision
2010S004380,frontal
2010S004381,collision
2010S004382,frontal
2010S004383,collision
2010S004384,run_over
2010S004385,frontal
2010S004386,frontal
2010S004387,collision
2010S004388,collision
2010S004389,fall--motorcycle
2010S004390,frontal
2010S004391,fall--motorcycle
2010S004392,frontal
2010S004393,collision
2010S004394,fall--motorcycle
2010S004395,misc_type
2010S004396,frontal
2010S004397,collision
2010S004398,run_over
2010S004399,frontal
2010S004400,collision
2010S004401,frontal
2010S004402,crash
2010S004403,collision
2010S004404,run_over
2010S004405,frontal
2010S004406,frontal
2010S004407,frontal
2010S004408,crash
2010S004409,crash
2010S004410,crash
2010S004411,run_over
2010S004412,crash
2010S004413,frontal
2010S004414,frontal
2010S004415,collision
2010S004416,collision
2010S004417,fall--motorcycle
2010S004418,collision
2010S004419,collision
2010S004420,crash
2010S004421,collision
2010S004422,collision
2010S004423,collision
2010S004424,frontal
2010S004425,collision
2010S004426,crash
2010S004427,frontal
2010S004428,collision
2010S004429,collision
2010S004430,collision
2010S004431,run_over
2010S004432,fall--motorcycle
2010S004433,crash
2010S004434,run_over
2010S004435,frontal
2010S004436,run_over
2010S004437,frontal
2010S004438,frontal
2010S004439,frontal
2010S004440,collision
2010S004441,collision
2010S004442,fall--motorcycle
2010S004443,run_over
2010S004444,collision
2010S004445,frontal
2010S004446,crash
2010S004447,collision
2010S004448,collision
2010S004449,collision
2010S004450,run_over
2010S004451,frontal
2010S004452,collision
2010S004453,crash
2010S004454,collision
2010S004455,collision
2010S004456,collision
2010S004457,frontal
2010S004458,collision
2010S004459,crash
2010S004460,collision
2010S004461,collision
2010S004462,frontal
2010S004463,frontal
2010S004464,fall--motorcycle
2010S004465,fall--motorcycle
2010S004466,collision
2010S004467,collision
2010S004468,collision
2010S004469,frontal
2010S004470,collision
2010S004471,crash
2010S004472,run_over
2010S004473,run_over
2010S004474,collision
2010S004475,run_over
2010S004476,run_over
2010S004477,collision
2010S004478,run_over
2010S004479,crash
2010S004480,collision
2010S004481,frontal
2010S004482,collision
2010S004483,collision
2010S004484,collision
2010S004485,crash
2010S004486,run_over
2010S004487,crash
2010S004488,misc_type
2010S004489,collision
2010S004490,run_over
2010S004491,run_over
2010S004492,fall--motorcycle
2010S004493,collision
2010S004494,collision
2010S004495,collision
2010S004496,collision
2010S004497,collision
2010S004498,collision
2010S004499,collision
2010S004500,frontal
2010S004501,collision
2010S004502,frontal
2010S004503,run_over
2010S004504,run_over
2010S004505,run_over
2010S004506,frontal
2010S004507,collision
2010S004508,frontal
2010S004509,collision
2010S004510,collision
2010S004511,collision
2010S004512,collision
2010S004513,run_over
2010S004514,collision
2010S004515,collision
2010S004516,collision
2010S004517,frontal
2010S004518,fall_inside_vehicle
2010S004519,fall--motorcycle
2010S004520,crash
2010S004521,Other_types
2010S004522,frontal
2010S004523,collision
2010S004524,frontal
2010S004525,fall--motorcycle
2010S004526,collision
2010S004527,collision
2010S004528,collision
2010S004529,collision
2010S004530,collision
2010S004531,collision
2010S004532,collision
2010S004533,collision
2010S004534,collision
2010S004535,run_over
2010S004536,collision
2010S004537,frontal
2010S004538,frontal
2010S004539,frontal
2010S004540,fall--motorcycle
2010S004541,collision
2010S004542,collision
2010S004543,collision
2010S004544,collision
2010S004545,collision
2010S004546,collision
2010S004547,frontal
2010S004548,frontal
2010S004549,collision
2010S004550,crash
2010S004551,crash
2010S004552,frontal
2010S004553,run_over
2010S004554,frontal
2010S004555,frontal
2010S004556,collision
2010S004557,crash
2010S004558,collision
2010S004559,collision
2010S004560,frontal
2010S004561,collision
2010S004562,collision
2010S004563,frontal
2010S004564,fall_inside_vehicle
2010S004565,frontal
2010S004566,run_over
2010S004567,collision
2010S004568,frontal
2010S004569,frontal
2010S004570,collision
2010S004571,collision
2010S004572,collision
2010S004573,run_over
2010S004574,run_over
2010S004575,collision
2010S004576,collision
2010S004577,collision
2010S004578,collision
2010S004579,collision
2010S004580,collision
2010S004581,fall_inside_vehicle
2010S004582,frontal
2010S004583,crash
2010S004584,crash
2010S004585,frontal
2010S004586,run_over
2010S004587,frontal
2010S004588,collision
2010S004589,frontal
2010S004590,fall--motorcycle
2010S004591,collision
2010S004592,collision
2010S004593,collision
2010S004594,frontal
2010S004595,frontal
2010S004596,collision
2010S004597,collision
2010S004598,run_over
2010S004599,collision
2010S004600,frontal
2010S004601,collision
2010S004602,collision
2010S004603,collision
2010S004604,run_over
2010S004605,fall--motorcycle
2010S004606,collision
2010S004607,frontal
2010S004608,run_over
2010S004609,frontal
2010S004610,collision
2010S004611,collision
2010S004612,run_over
2010S004613,collision
2010S004614,frontal
2010S004615,fall_inside_vehicle
2010S004616,frontal
2010S004617,frontal
2010S004618,frontal
2010S004619,frontal
2010S004620,frontal
2010S004621,frontal
2010S004622,crash
2010S004623,frontal
2010S004624,frontal
2010S004625,collision
2010S004626,collision
2010S004627,frontal
2010S004628,frontal
2010S004629,collision
2010S004630,collision
2010S004631,run_over
2010S004632,frontal
2010S004633,collision
2010S004634,frontal
2010S004635,frontal
2010S004636,frontal
2010S004637,run_over
2010S004638,fall--motorcycle
2010S004639,frontal
2010S004640,collision
2010S004641,frontal
2010S004642,frontal
2010S004643,collision
2010S004644,collision
2010S004645,collision
2010S004646,collision
2010S004647,collision
2010S004648,collision
2010S004649,frontal
2010S004650,frontal
2010S004651,crash
2010S004652,crash
2010S004653,frontal
2010S004654,collision
2010S004655,frontal
2010S004656,Other_types
2010S004657,run_over
2010S004658,collision
2010S004659,collision
2010S004660,collision
2010S004661,run_over
2010S004662,run_over
2010S004663,run_over
2010S004664,collision
2010S004665,frontal
2010S004666,collision
2010S004667,collision
2010S004668,run_over
2010S004669,collision
2010S004670,collision
2010S004671,fall_inside_vehicle
2010S004672,run_over
2010S004673,collision
2010S004674,collision
2010S004675,collision
2010S004676,collision
2010S004677,frontal
2010S004678,collision
2010S004679,frontal
2010S004680,fall_inside_vehicle
2010S004681,frontal
2010S004682,collision
2010S004683,frontal
2010S004684,frontal
2010S004685,collision
2010S004686,collision
2010S004687,frontal
2010S004688,collision
2010S004690,collision
2010S004691,frontal
2010S004692,frontal
2010S004693,run_over
2010S004694,collision
2010S004695,collision
2010S004696,collision
2010S004697,run_over
2010S004698,fall--motorcycle
2010S004699,collision
2010S004700,collision
2010S004701,frontal
2010S004702,collision
2010S004703,frontal
2010S004704,frontal
2010S004705,fall--motorcycle
2010S004706,run_over
2010S004707,frontal
2010S004708,run_over
2010S004709,collision
2010S004710,collision
2010S004711,fall--motorcycle
2010S004712,collision
2010S004713,frontal
2010S004714,frontal
2010S004715,collision
2010S004716,frontal
2010S004717,collision
2010S004718,fall--motorcycle
2010S004719,collision
2010S004720,frontal
2010S004721,crash
2010S004722,run_over
2010S004723,collision
2010S004724,frontal
2010S004725,collision
2010S004726,frontal
2010S004727,collision
2010S004728,run_over
2010S004729,frontal
2010S004730,frontal
2010S004731,frontal
2010S004732,frontal
2010S004733,frontal
2010S004734,frontal
2010S004735,frontal
2010S004736,collision
2010S004737,frontal
2010S004738,collision
2010S004739,collision
2010S004740,run_over
2010S004741,collision
2010S004742,collision
2010S004743,crash
2010S004744,frontal
2010S004745,collision
2010S004746,run_over
2010S004747,collision
2010S004748,collision
2010S004749,frontal
2010S004751,collision
2010S004752,collision
2010S004753,run_over
2010S004754,collision
2010S004755,frontal
2010S004756,collision
2010S004757,frontal
2010S004758,frontal
2010S004759,collision
2010S004760,collision
2010S004761,fall--motorcycle
2010S004762,run_over
2010S004763,frontal
2010S004764,collision
2010S004765,fall_inside_vehicle
2010S004766,collision
2010S004767,fall_inside_vehicle
2010S004768,collision
2010S004769,overturning
2010S004770,frontal
2010S004771,collision
2010S004772,frontal
2010S004773,crash
2010S004774,fall--motorcycle
2010S004775,fall--motorcycle
2010S004776,collision
2010S004777,collision
2010S004778,collision
2010S004779,collision
2010S004780,collision
2010S004781,collision
2010S004782,collision
2010S004783,frontal
2010S004784,collision
2010S004785,collision
2010S004786,collision
2010S004787,frontal
2010S004788,collision
2010S004789,collision
2010S004790,fall--motorcycle
2010S004791,frontal
2010S004792,collision
2010S004793,collision
2010S004794,misc_type
2010S004795,frontal
2010S004796,run_over
2010S004797,frontal
2010S004798,fall_inside_vehicle
2010S004799,frontal
2010S004800,crash
2010S004801,crash
2010S004802,collision
2010S004803,collision
2010S004804,collision
2010S004805,crash
2010S004806,frontal
2010S004807,frontal
2010S004808,collision
2010S004809,run_over
2010S004810,collision
2010S004811,fall_inside_vehicle
2010S004812,frontal
2010S004813,collision
2010S004814,fall_inside_vehicle
2010S004815,collision
2010S004816,frontal
2010S004817,collision
2010S004818,frontal
2010S004819,misc_type
2010S004820,collision
2010S004821,collision
2010S004822,frontal
2010S004823,collision
2010S004824,crash
2010S004825,frontal
2010S004826,frontal
2010S004827,frontal
2010S004828,fall--motorcycle
2010S004829,frontal
2010S004830,run_over
2010S004831,collision
2010S004832,fall_inside_vehicle
2010S004833,frontal
2010S004834,collision
2010S004835,run_over
2010S004836,frontal
2010S004837,run_over
2010S004838,crash
2010S004839,collision
2010S004840,collision
2010S004841,frontal
2010S004842,run_over
2010S004843,run_over
2010S004844,fall--motorcycle
2010S004845,collision
2010S004846,frontal
2010S004847,collision
2010S004848,run_over
2010S004849,collision
2010S004850,misc_type
2010S004851,collision
2010S004852,collision
2010S004853,collision
2010S004854,frontal
2010S004855,collision
2010S004856,frontal
2010S004857,frontal
2010S004858,collision
2010S004859,crash
2010S004860,run_over
2010S004861,misc_type
2010S004862,frontal
2010S004863,misc_type
2010S004864,collision
2010S004865,frontal
2010S004866,run_over
2010S004867,collision
2010S004868,frontal
2010S004869,run_over
2010S004870,run_over
2010S004871,collision
2010S004872,collision
2010S004873,collision
2010S004874,frontal
2010S004875,fall--motorcycle
2010S004876,fall--motorcycle
2010S004877,collision
2010S004878,run_over
2010S004879,frontal
2010S004880,collision
2010S004881,collision
2010S004882,collision
2010S004883,frontal
2010S004884,crash
2010S004885,frontal
2010S004886,frontal
2010S004887,fall--motorcycle
2010S004888,frontal
2010S004889,collision
2010S004890,collision
2010S004891,frontal
2010S004892,collision
2010S004893,collision
2010S004894,collision
2010S004895,collision
2010S004896,crash
2010S004897,collision
2010S004898,frontal
2010S004899,run_over
2010S004900,fall--motorcycle
2010S004901,frontal
2010S004902,run_over
2010S004903,frontal
2010S004904,frontal
2010S004905,collision
2010S004906,frontal
2010S004907,collision
2010S004908,run_over
2010S004909,collision
2010S004910,frontal
2010S004911,collision
2010S004912,misc_type
2010S004913,fall--motorcycle
2010S004914,collision
2010S004915,collision
2010S004916,collision
2010S004917,frontal
2010S004918,collision
2010S004919,collision
2010S004920,fall--motorcycle
2010S004921,collision
2010S004922,collision
2010S004923,fall--motorcycle
2010S004924,frontal
2010S004925,run_over
2010S004926,crash
2010S004927,fall--motorcycle
2010S004928,run_over
2010S004929,collision
2010S004930,misc_type
2010S004931,crash
2010S004932,collision
2010S004933,run_over
2010S004934,collision
2010S004935,frontal
2010S004936,collision
2010S004937,collision
2010S004938,frontal
2010S004939,misc_type
2010S004940,collision
2010S004941,collision
2010S004942,collision
2010S004943,frontal
2010S004944,frontal
2010S004945,run_over
2010S004946,collision
2010S004947,fall--motorcycle
2010S004948,fall--motorcycle
2010S004949,frontal
2010S004950,frontal
2010S004951,frontal
2010S004952,frontal
2010S004953,crash
2010S004954,collision
2010S004955,crash
2010S004956,collision
2010S004957,frontal
2010S004958,collision
2010S004959,crash
2010S004960,collision
2010S004961,crash
2010S004962,crash
2010S004963,collision
2010S004964,fall--motorcycle
2010S004965,collision
2010S004966,collision
2010S004967,crash
2010S004968,collision
2010S004969,fall_inside_vehicle
2010S004970,frontal
2010S004971,collision
2010S004972,collision
2010S004973,fall_inside_vehicle
2010S004974,run_over
2010S004975,collision
2010S004976,frontal
2010S004977,frontal
2010S004978,frontal
2010S004979,fall--motorcycle
2010S004980,fall--motorcycle
2010S004981,collision
2010S004982,collision
2010S004983,frontal
2010S004984,frontal
2010S004985,crash
2010S004986,frontal
2010S004987,run_over
2010S004988,crash
2010S004989,collision
2010S004990,collision
2010S004991,frontal
2010S004992,run_over
2010S004993,fall--motorcycle
2010S004994,collision
2010S004995,run_over
2010S004996,fall--motorcycle
2010S004997,collision
2010S004998,misc_type
2010S004999,fall--motorcycle
2010S005000,crash
2010S005001,crash
2010S005002,collision
2010S005003,collision
2010S005004,collision
2010S005005,frontal
2010S005006,collision
2010S005007,fall--motorcycle
2010S005008,run_over
2010S005009,collision
2010S005010,frontal
2010S005011,run_over
2010S005012,collision
2010S005013,collision
2010S005014,collision
2010S005015,collision
2010S005017,frontal
2010S005019,run_over
2010S005020,collision
2010S005021,collision
2010S005022,collision
2010S005023,frontal
2010S005024,collision
2010S005025,collision
2010S005026,collision
2010S005027,collision
2010S005028,collision
2010S005029,collision
2010S005030,crash
2010S005031,fall--motorcycle
2010S005032,collision
2010S005033,frontal
2010S005034,run_over
2010S005035,frontal
2010S005036,collision
2010S005037,collision
2010S005038,frontal
2010S005039,collision
2010S005040,frontal
2010S005041,collision
2010S005042,collision
2010S005043,frontal
2010S005044,frontal
2010S005045,frontal
2010S005046,frontal
2010S005047,run_over
2010S005048,frontal
2010S005049,frontal
2010S005050,collision
2010S005051,frontal
2010S005052,collision
2010S005053,collision
2010S005054,collision
2010S005055,frontal
2010S005056,frontal
2010S005057,frontal
2010S005058,frontal
2010S005059,frontal
2010S005060,fall--motorcycle
2010S005061,collision
2010S005062,fall--motorcycle
2010S005063,collision
2010S005064,frontal
2010S005065,fall_inside_vehicle
2010S005066,crash
2010S005067,fall--motorcycle
2010S005068,collision
2010S005069,collision
2010S005070,collision
2010S005071,collision
2010S005072,collision
2010S005073,collision
2010S005074,collision
2010S005075,collision
2010S005076,collision
2010S005077,collision
2010S005078,misc_type
2010S005079,collision
2010S005080,frontal
2010S005081,frontal
2010S005082,run_over
2010S005083,crash
2010S005084,frontal
2010S005085,collision
2010S005086,collision
2010S005087,collision
2010S005088,collision
2010S005089,collision
2010S005090,frontal
2010S005091,frontal
2010S005092,frontal
2010S005093,collision
2010S005094,frontal
2010S005095,collision
2010S005096,crash
2010S005097,collision
2010S005098,collision
2010S005099,collision
2010S005100,frontal
2010S005101,collision
2010S005102,collision
2010S005103,crash
2010S005104,collision
2010S005105,collision
2010S005106,collision
2010S005107,frontal
2010S005108,collision
2010S005109,collision
2010S005110,collision
2010S005111,collision
2010S005112,collision
2010S005113,run_over
2010S005114,collision
2010S005115,run_over
2010S005116,fall_inside_vehicle
2010S005117,collision
2010S005118,collision
2010S005119,frontal
2010S005120,frontal
2010S005121,fall_inside_vehicle
2010S005122,crash
2010S005123,collision
2010S005124,crash
2010S005125,run_over
2010S005126,collision
2010S005127,frontal
2010S005128,collision
2010S005129,frontal
2010S005130,frontal
2010S005131,collision
2010S005132,frontal
2010S005133,run_over
2010S005134,frontal
2010S005135,fall--motorcycle
2010S005136,frontal
2010S005137,crash
2010S005138,crash
2010S005139,collision
2010S005140,collision
2010S005141,frontal
2010S005142,frontal
2010S005143,run_over
2010S005144,run_over
2010S005145,collision
2010S005146,frontal
2010S005147,crash
2010S005148,frontal
2010S005149,collision
2010S005150,collision
2010S005151,collision
2010S005152,collision
2010S005153,fall--motorcycle
2010S005154,fall--motorcycle
2010S005155,frontal
2010S005156,fall--motorcycle
2010S005157,collision
2010S005158,collision
2010S005159,frontal
2010S005160,fall--motorcycle
2010S005161,crash
2010S005162,collision
2010S005163,fall_inside_vehicle
2010S005164,frontal
2010S005165,collision
2010S005166,frontal
2010S005167,collision
2010S005168,frontal
2010S005169,crash
2010S005170,frontal
2010S005171,run_over
2010S005173,collision
2010S005174,frontal
2010S005175,frontal
2010S005176,collision
2010S005177,run_over
2010S005178,fall--motorcycle
2010S005179,fall--motorcycle
2010S005180,collision
2010S005181,frontal
2010S005182,crash
2010S005183,crash
2010S005184,run_over
2010S005185,collision
2010S005186,frontal
2010S005187,collision
2010S005188,collision
2010S005189,collision
2010S005190,frontal
2010S005191,collision
2010S005192,frontal
2010S005193,crash
2010S005194,collision
2010S005195,frontal
2010S005196,frontal
2010S005197,collision
2010S005198,frontal
2010S005199,crash
2010S005200,collision
2010S005201,frontal
2010S005202,frontal
2010S005203,frontal
2010S005204,collision
2010S005205,frontal
2010S005206,fall--motorcycle
2010S005207,fall_inside_vehicle
2010S005208,collision
2010S005209,run_over
2010S005210,run_over
2010S005211,run_over
2010S005212,collision
2010S005213,collision
2010S005214,collision
2010S005215,frontal
2010S005216,crash
2010S005217,collision
2010S005218,run_over
2010S005219,run_over
2010S005220,crash
2010S005221,collision
2010S005222,run_over
2010S005223,frontal
2010S005224,frontal
2010S005225,frontal
2010S005226,collision
2010S005227,misc_type
2010S005228,frontal
2010S005229,collision
2010S005230,collision
2010S005231,collision
2010S005232,frontal
2010S005233,collision
2010S005234,collision
2010S005235,fall--motorcycle
2010S005236,collision
2010S005237,collision
2010S005238,collision
2010S005239,run_over
2010S005240,run_over
2010S005241,run_over
2010S005242,frontal
2010S005243,run_over
2010S005244,run_over
2010S005245,collision
2010S005246,frontal
2010S005247,run_over
2010S005248,collision
2010S005249,collision
2010S005250,collision
2010S005251,fall--motorcycle
2010S005252,collision
2010S005253,fall--motorcycle
2010S005254,collision
2010S005255,crash
2010S005256,frontal
2010S005257,run_over
2010S005258,collision
2010S005259,crash
2010S005260,frontal
2010S005261,frontal
2010S005262,run_over
2010S005263,frontal
2010S005264,collision
2010S005265,frontal
2010S005266,collision
2010S005267,collision
2010S005268,frontal
2010S005269,collision
2010S005270,collision
2010S005271,collision
2010S005272,collision
2010S005273,frontal
2010S005274,collision
2010S005275,fall_inside_vehicle
2010S005276,collision
2010S005277,collision
2010S005278,collision
2010S005279,collision
2010S005280,crash
2010S005281,frontal
2010S005282,crash
2010S005283,collision
2010S005284,collision
2010S005285,crash
2010S005286,collision
2010S005287,fall--motorcycle
2010S005288,collision
2010S005289,frontal
2010S005290,frontal
2010S005291,frontal
2010S005292,crash
2010S005293,collision
2010S005294,frontal
2010S005295,frontal
2010S005296,collision
2010S005297,collision
2010S005298,collision
2010S005299,frontal
2010S005300,crash
2010S005301,frontal
2010S005302,fall--motorcycle
2010S005303,fall--motorcycle
2010S005304,collision
2010S005305,collision
2010S005306,collision
2010S005307,frontal
2010S005308,collision
2010S005309,collision
2010S005310,frontal
2010S005311,collision
2010S005312,frontal
2010S005313,fall--motorcycle
2010S005314,frontal
2010S005315,collision
2010S005316,collision
2010S005317,fall--motorcycle
2010S005318,run_over
2010S005319,frontal
2010S005320,frontal
2010S005321,fall--motorcycle
2010S005322,collision
2010S005323,fall_inside_vehicle
2010S005324,collision
2010S005325,fall--motorcycle
2010S005326,fall--motorcycle
2010S005327,fall--motorcycle
2010S005328,frontal
2010S005329,frontal
2010S005330,collision
2010S005331,frontal
2010S005332,collision
2010S005333,fall--motorcycle
2010S005334,crash
2010S005335,frontal
2010S005336,crash
2010S005337,collision
2010S005338,run_over
2010S005339,misc_type
2010S005340,collision
2010S005341,run_over
2010S005342,crash
2010S005343,collision
2010S005344,collision
2010S005345,collision
2010S005346,frontal
2010S005347,collision
2010S005348,collision
2010S005349,fall--motorcycle
2010S005350,fall--motorcycle
2010S005351,collision
2010S005352,collision
2010S005353,collision
2010S005354,fall_inside_vehicle
2010S005355,collision
2010S005356,run_over
2010S005357,collision
2010S005358,frontal
2010S005359,collision
2010S005360,run_over
2010S005361,collision
2010S005362,collision
2010S005363,crash
2010S005364,collision
2010S005365,fall--motorcycle
2010S005366,frontal
2010S005367,collision
2010S005368,frontal
2010S005369,collision
2010S005370,fall--motorcycle
2010S005371,crash
2010S005372,collision
2010S005373,crash
2010S005374,frontal
2010S005375,collision
2010S005376,crash
2010S005377,fall--motorcycle
2010S005378,collision
2010S005379,frontal
2010S005380,collision
2010S005381,frontal
2010S005382,frontal
2010S005383,fall_inside_vehicle
2010S005384,collision
2010S005385,collision
2010S005386,crash
2010S005387,frontal
2010S005388,collision
2010S005389,collision
2010S005390,run_over
2010S005391,collision
2010S005392,collision
2010S005393,collision
2010S005394,collision
2010S005395,misc_type
2010S005396,collision
2010S005397,collision
2010S005398,collision
2010S005399,fall--motorcycle
2010S005400,collision
2010S005401,frontal
2010S005402,run_over
2010S005403,frontal
2010S005404,collision
2010S005405,crash
2010S005406,frontal
2010S005407,collision
2010S005408,frontal
2010S005409,crash
2010S005410,collision
2010S005411,fall--motorcycle
2010S005412,collision
2010S005413,frontal
2010S005414,crash
2010S005415,frontal
2010S005416,collision
2010S005417,collision
2010S005418,collision
2010S005419,collision
2010S005420,frontal
2010S005421,collision
2010S005422,collision
2010S005423,fall--motorcycle
2010S005424,overturning
2010S005425,frontal
2010S005426,frontal
2010S005427,frontal
2010S005428,collision
2010S005429,fall--motorcycle
2010S005430,collision
2010S005431,collision
2010S005432,collision
2010S005433,collision
2010S005434,frontal
2010S005435,frontal
2010S005436,fall_inside_vehicle
2010S005437,collision
2010S005438,run_over
2010S005439,collision
2010S005440,frontal
2010S005441,frontal
2010S005442,frontal
2010S005443,collision
2010S005444,run_over
2010S005445,frontal
2010S005446,run_over
