num_incident,accident_type
2016S005160,collision
2016S005161,collision
2016S005162,collision
2016S005163,collision
2016S005164,collision
2016S005165,crash
2016S005166,collision
2016S005167,collision
2016S005168,collision
2016S005169,collision
2016S005170,run_over
2016S005171,frontal
2016S005172,frontal
2016S005173,run_over
2016S005174,fall--motorcycle
2016S005175,collision
2016S005176,frontal
2016S005177,collision
2016S005178,collision
2016S005179,collision
2016S005180,run_over
2016S005181,collision
2016S005182,frontal
2016S005183,fall--motorcycle
2016S005184,frontal
2016S005185,frontal
2016S005186,collision
2016S005187,collision
2016S005188,collision
2016S005189,frontal
2016S005190,fall--motorcycle
2016S005191,collision
2016S005192,collision
2016S005193,fall--motorcycle
2016S005194,frontal
2016S005195,run_over
2016S005196,frontal
2016S005197,frontal
2016S005198,run_over
2016S005199,frontal
2016S005200,collision
2016S005201,fall_inside_vehicle
2016S005202,frontal
2016S005203,collision
2016S005204,fall--motorcycle
2016S005205,collision
2016S005206,crash
2016S005207,frontal
2016S005208,frontal
2016S005209,collision
2016S005210,collision
2016S005211,collision
2016S005212,collision
2016S005213,frontal
2016S005214,collision
2016S005215,crash
2016S005216,collision
2016S005217,frontal
2016S005218,collision
2016S005219,collision
2016S005220,frontal
2016S005221,run_over
2016S005222,collision
2016S005223,frontal
2016S005224,collision
2016S005225,fall--motorcycle
2016S005226,collision
2016S005227,run_over
2016S005228,frontal
2016S005229,collision
2016S005230,collision
2016S005231,collision
2016S005232,collision
2016S005233,collision
2016S005234,collision
2016S005235,collision
2016S005236,frontal
2016S005237,collision
2016S005238,fall--motorcycle
2016S005239,collision
2016S005240,collision
2016S005241,collision
2016S005242,collision
2016S005243,collision
2016S005244,collision
2016S005245,run_over
2016S005246,collision
2016S005247,collision
2016S005248,frontal
2016S005249,crash
2016S005250,collision
2016S005251,run_over
2016S005252,collision
2016S005253,collision
2016S005254,collision
2016S005255,collision
2016S005256,collision
2016S005257,collision
2016S005258,frontal
2016S005259,collision
2016S005260,run_over
2016S005261,collision
2016S005262,collision
2016S005263,collision
2016S005264,misc_type
2016S005265,run_over
2016S005266,fall--motorcycle
2016S005267,frontal
2016S005268,collision
2016S005269,frontal
2016S005270,collision
2016S005271,fall--motorcycle
2016S005272,collision
2016S005273,collision
2016S005274,collision
2016S005275,collision
2016S005276,crash
2016S005277,collision
2016S005278,frontal
2016S005279,frontal
2016S005280,collision
2016S005281,run_over
2016S005282,collision
2016S005283,collision
2016S005284,frontal
2016S005285,collision
2016S005286,frontal
2016S005287,collision
2016S005288,misc_type
2016S005289,frontal
2016S005290,collision
2016S005291,collision
2016S005292,fall--motorcycle
2016S005293,collision
2016S005294,collision
2016S005295,collision
2016S005296,fall_inside_vehicle
2016S005297,fall_inside_vehicle
2016S005298,collision
2016S005299,run_over
2016S005300,frontal
2016S005301,run_over
2016S005302,frontal
2016S005303,collision
2016S005304,run_over
2016S005305,frontal
2016S005306,collision
2016S005307,run_over
2016S005308,collision
2016S005309,collision
2016S005310,collision
2016S005311,fall--motorcycle
2016S005312,frontal
2016S005313,collision
2016S005314,collision
2016S005315,collision
2016S005316,misc_type
2016S005317,collision
2016S005318,collision
2016S005319,collision
2016S005320,collision
2016S005321,collision
2016S005322,crash
2016S005323,frontal
2016S005324,run_over
2016S005325,collision
2016S005326,run_over
2016S005327,fall--motorcycle
2016S005328,collision
2016S005329,crash
2016S005330,frontal
2016S005331,collision
2016S005332,collision
2016S005333,collision
2016S005334,collision
2016S005335,fall--motorcycle
2016S005336,fall_inside_vehicle
2016S005337,collision
2016S005338,fall--motorcycle
2016S005339,collision
2016S005340,fall--motorcycle
2016S005341,run_over
2016S005342,collision
2016S005343,collision
2016S005344,crash
2016S005345,crash
2016S005346,fall--motorcycle
2016S005347,collision
2016S005348,run_over
2016S005349,fall--motorcycle
2016S005350,collision
2016S005351,collision
2016S005352,fall--motorcycle
2016S005353,frontal
2016S005354,run_over
2016S005355,collision
2016S005356,collision
2016S005357,collision
2016S005358,frontal
2016S005359,frontal
2016S005360,fall--motorcycle
2016S005361,collision
2016S005362,collision
2016S005363,collision
2016S005364,collision
2016S005365,run_over
2016S005366,collision
2016S005367,frontal
2016S005368,collision
2016S005369,collision
2016S005370,frontal
2016S005371,collision
2016S005372,collision
2016S005373,collision
2016S005374,frontal
2016S005375,collision
2016S005376,frontal
2016S005377,collision
2016S005378,crash
2016S005379,crash
2016S005380,collision
2016S005381,frontal
2016S005382,run_over
2016S005383,frontal
2016S005384,fall--motorcycle
2016S005385,frontal
2016S005386,frontal
2016S005387,collision
2016S005388,run_over
2016S005389,frontal
2016S005390,collision
2016S005391,fall--motorcycle
2016S005392,crash
2016S005393,collision
2016S005394,misc_type
2016S005395,collision
2016S005396,collision
2016S005397,collision
2016S005398,frontal
2016S005399,collision
2016S005400,collision
2016S005401,fall--motorcycle
2016S005402,crash
2016S005403,fall--motorcycle
2016S005404,collision
2016S005405,misc_type
2016S005406,run_over
2016S005407,crash
2016S005408,collision
2016S005409,frontal
2016S005410,frontal
2016S005411,collision
2016S005412,frontal
2016S005413,collision
2016S005414,crash
2016S005415,fall_inside_vehicle
2016S005416,overturning
2016S005417,frontal
2016S005418,frontal
2016S005419,collision
2016S005420,frontal
2016S005421,collision
2016S005422,crash
2016S005423,collision
2016S005424,frontal
2016S005425,collision
2016S005426,collision
2016S005427,collision
2016S005428,collision
2016S005429,fall_inside_vehicle
2016S005430,collision
2016S005431,collision
2016S005432,collision
2016S005433,fall--motorcycle
2016S005434,frontal
2016S005435,frontal
2016S005436,crash
2016S005437,collision
2016S005438,collision
2016S005439,frontal
2016S005440,collision
2016S005441,crash
2016S005442,collision
2016S005443,collision
2016S005444,frontal
2016S005445,frontal
2016S005446,collision
2016S005447,collision
2016S005448,crash
2016S005449,crash
2016S005450,collision
2016S005451,collision
2016S005452,crash
2016S005453,frontal
2016S005454,collision
2016S005455,fall--motorcycle
2016S005456,collision
2016S005457,crash
2016S005458,collision
2016S005459,run_over
2016S005461,collision
2016S005462,collision
2016S005463,collision
2016S005464,fall--motorcycle
2016S005465,collision
2016S005466,frontal
2016S005467,fall--motorcycle
2016S005468,collision
2016S005469,frontal
2016S005470,collision
2016S005471,fall--motorcycle
2016S005472,frontal
2016S005473,collision
2016S005474,collision
2016S005475,misc_type
2016S005476,collision
2016S005477,frontal
2016S005478,frontal
2016S005479,collision
2016S005480,fall_inside_vehicle
2016S005481,frontal
2016S005482,frontal
2016S005483,frontal
2016S005484,collision
2016S005485,run_over
2016S005486,fall_inside_vehicle
2016S005487,run_over
2016S005488,collision
2016S005489,crash
2016S005490,fall--motorcycle
2016S005491,run_over
2016S005492,crash
2016S005493,collision
2016S005494,frontal
2016S005495,fall--motorcycle
2016S005496,frontal
2016S005497,crash
2016S005498,crash
2016S005499,run_over
2016S005500,fall--motorcycle
2016S005501,run_over
2016S005502,fall--motorcycle
2016S005503,collision
2016S005504,run_over
2016S005505,collision
2016S005506,crash
2016S005507,collision
2016S005508,collision
2016S005509,collision
2016S005510,collision
2016S005511,collision
2016S005512,collision
2016S005513,crash
2016S005514,collision
2016S005515,collision
2016S005516,collision
2016S005517,collision
2016S005518,collision
2016S005519,collision
2016S005520,crash
2016S005521,fall_inside_vehicle
2016S005522,run_over
2016S005523,misc_type
2016S005524,collision
2016S005525,collision
2016S005526,fall--motorcycle
2016S005527,crash
2016S005528,collision
2016S005529,collision
2016S005530,run_over
2016S005531,collision
2016S005532,collision
2016S005533,misc_type
2016S005534,frontal
2016S005535,collision
2016S005536,frontal
2016S005537,fall--motorcycle
2016S005538,collision
2016S005539,collision
2016S005540,frontal
2016S005541,run_over
2016S005542,run_over
2016S005543,collision
2016S005544,frontal
2016S005545,collision
2016S005546,fall--motorcycle
2016S005547,collision
2016S005548,run_over
2016S005549,collision
2016S005550,frontal
2016S005551,run_over
2016S005552,collision
2016S005553,run_over
2016S005554,run_over
2016S005555,frontal
2016S005556,collision
2016S005557,collision
2016S005558,collision
2016S005559,run_over
2016S005560,collision
2016S005561,frontal
2016S005562,run_over
2016S005563,collision
2016S005564,collision
2016S005565,collision
2016S005566,run_over
2016S005567,run_over
2016S005568,frontal
2016S005569,frontal
2016S005570,collision
2016S005571,fall--motorcycle
2016S005572,collision
2016S005573,collision
2016S005574,frontal
2016S005575,run_over
2016S005576,fall_inside_vehicle
2016S005577,run_over
2016S005578,crash
2016S005579,collision
2016S005580,crash
2016S005581,collision
2016S005582,collision
2016S005583,collision
2016S005584,misc_type
2016S005585,collision
2016S005586,collision
2016S005587,collision
2016S005588,collision
2016S005589,collision
2016S005590,collision
2016S005591,collision
2016S005592,collision
2016S005593,collision
2016S005594,collision
2016S005595,frontal
2016S005596,fall_inside_vehicle
2016S005597,fall--motorcycle
2016S005598,collision
2016S005599,frontal
2016S005600,collision
2016S005601,fall_inside_vehicle
2016S005602,frontal
2016S005603,collision
2016S005604,run_over
2016S005605,misc_type
2016S005606,frontal
2016S005607,fall--motorcycle
2016S005608,collision
2016S005609,collision
2016S005610,crash
2016S005611,crash
2016S005612,fall--motorcycle
2016S005613,fall--motorcycle
2016S005614,frontal
2016S005615,run_over
2016S005616,crash
2016S005617,frontal
2016S005618,run_over
2016S005619,run_over
2016S005620,frontal
2016S005621,collision
2016S005622,frontal
2016S005623,collision
2016S005624,collision
2016S005625,frontal
2016S005626,run_over
2016S005627,collision
2016S005628,run_over
2016S005629,run_over
2016S005630,run_over
2016S005631,crash
2016S005632,collision
2016S005633,run_over
2016S005634,frontal
2016S005635,collision
2016S005636,collision
2016S005637,collision
2016S005638,collision
2016S005639,fall--motorcycle
2016S005640,collision
2016S005641,collision
2016S005642,fall--motorcycle
2016S005643,collision
2016S005644,collision
2016S005645,collision
2016S005646,collision
2016S005647,crash
2016S005648,fall_inside_vehicle
2016S005649,collision
2016S005650,frontal
2016S005651,collision
2016S005652,frontal
2016S005653,fall--motorcycle
2016S005654,frontal
2016S005655,frontal
2016S005656,frontal
2016S005657,run_over
2016S005658,fall--motorcycle
2016S005659,frontal
2016S005660,collision
2016S005661,collision
2016S005662,collision
2016S005663,misc_type
2016S005664,fall--motorcycle
2016S005665,frontal
2016S005666,collision
2016S005667,collision
2016S005668,frontal
2016S005669,run_over
2016S005670,misc_type
2016S005671,frontal
2016S005672,collision
2016S005673,collision
2016S005674,frontal
2016S005675,frontal
2016S005676,run_over
2016S005677,collision
2016S005678,fall--motorcycle
2016S005679,collision
2016S005680,fall--motorcycle
2016S005681,collision
2016S005682,collision
2016S005683,collision
2016S005684,fall_inside_vehicle
2016S005685,collision
2016S005686,collision
2016S005687,collision
2016S005688,collision
2016S005689,collision
2016S005690,crash
2016S005691,crash
2016S005692,collision
2016S005693,run_over
2016S005694,collision
2016S005695,collision
2016S005696,collision
2016S005697,crash
2016S005698,run_over
2016S005699,run_over
2016S005700,crash
2016S005701,run_over
2016S005702,fall--motorcycle
2016S005703,frontal
2016S005704,collision
2016S005705,collision
2016S005706,frontal
2016S005707,collision
2016S005708,misc_type
2016S005709,run_over
2016S005710,fall--motorcycle
2016S005711,collision
2016S005712,run_over
2016S005713,collision
2016S005714,run_over
2016S005715,frontal
2016S005716,collision
2016S005717,collision
2016S005718,fall_inside_vehicle
2016S005719,collision
2016S005720,collision
2016S005721,run_over
2016S005722,fall--motorcycle
2016S005723,crash
2016S005724,frontal
2016S005725,collision
2016S005726,misc_type
2016S005727,frontal
2016S005728,frontal
2016S005729,fall--motorcycle
2016S005730,crash
2016S005731,collision
2016S005732,fall--motorcycle
2016S005733,collision
2016S005734,collision
2016S005735,frontal
2016S005736,run_over
2016S005737,frontal
2016S005738,collision
2016S005739,collision
2016S005740,collision
2016S005741,collision
2016S005742,run_over
2016S005743,misc_type
2016S005744,crash
2016S005745,misc_type
2016S005746,collision
2016S005747,collision
2016S005748,frontal
2016S005749,frontal
2016S005750,collision
2016S005751,collision
2016S005752,frontal
2016S005753,run_over
2016S005754,frontal
2016S005755,frontal
2016S005756,fall--motorcycle
2016S005757,collision
2016S005758,collision
2016S005759,collision
2016S005760,frontal
2016S005761,fall_inside_vehicle
2016S005762,run_over
2016S005763,collision
2016S005764,frontal
2016S005765,collision
2016S005766,collision
2016S005767,fall--motorcycle
2016S005768,collision
2016S005769,fall--motorcycle
2016S005770,frontal
2016S005771,frontal
2016S005772,collision
2016S005773,fall--motorcycle
2016S005774,collision
2016S005775,collision
2016S005776,collision
2016S005777,run_over
2016S005778,frontal
2016S005779,collision
2016S005780,collision
2016S005781,collision
2016S005782,collision
2016S005783,collision
2016S005784,collision
2016S005785,run_over
2016S005786,frontal
2016S005787,crash
2016S005788,frontal
2016S005789,collision
2016S005790,crash
2016S005791,fall--motorcycle
2016S005792,frontal
2016S005793,frontal
2016S005794,crash
2016S005795,collision
2016S005796,crash
2016S005797,collision
2016S005798,frontal
2016S005799,run_over
2016S005800,frontal
2016S005801,collision
2016S005802,crash
2016S005803,misc_type
2016S005804,crash
2016S005805,run_over
2016S005806,collision
2016S005807,fall--motorcycle
2016S005808,collision
2016S005809,fall--motorcycle
2016S005810,fall--motorcycle
2016S005811,frontal
2016S005812,collision
2016S005813,crash
2016S005814,collision
2016S005815,collision
2016S005816,run_over
2016S005817,collision
2016S005818,frontal
2016S005819,frontal
2016S005820,misc_type
2016S005821,misc_type
2016S005822,frontal
2016S005823,fall--motorcycle
2016S005824,frontal
2016S005825,frontal
2016S005826,run_over
2016S005827,crash
2016S005828,crash
2016S005829,collision
2016S005830,run_over
2016S005831,Other_types
2016S005832,frontal
2016S005833,frontal
2016S005834,misc_type
2016S005835,crash
2016S005836,frontal
2016S005837,frontal
2016S005838,frontal
2016S005839,run_over
2016S005840,collision
2016S005841,collision
2016S005842,collision
2016S005843,frontal
2016S005844,frontal
2016S005845,collision
2016S005846,frontal
2016S005847,collision
2016S005848,collision
2016S005849,fall--motorcycle
2016S005850,collision
2016S005851,collision
2016S005852,fall--motorcycle
2016S005853,frontal
2016S005854,collision
2016S005855,collision
2016S005856,collision
2016S005857,collision
2016S005858,collision
2016S005859,frontal
2016S005860,collision
2016S005861,collision
2016S005862,fall--motorcycle
2016S005863,frontal
2016S005864,frontal
2016S005865,collision
2016S005866,frontal
2016S005867,frontal
2016S005868,frontal
2016S005869,collision
2016S005870,collision
2016S005871,fall--motorcycle
2016S005872,run_over
2016S005873,collision
2016S005874,collision
2016S005875,collision
2016S005876,collision
2016S005877,frontal
2016S005878,frontal
2016S005879,frontal
2016S005880,collision
2016S005881,frontal
2016S005882,frontal
2016S005883,frontal
2016S005884,misc_type
2016S005885,crash
2016S005886,fall--motorcycle
2016S005887,crash
2016S005888,run_over
2016S005889,frontal
2016S005890,collision
2016S005891,frontal
2016S005892,collision
2016S005893,collision
2016S005894,collision
2016S005895,frontal
2016S005896,run_over
2016S005897,frontal
2016S005898,frontal
2016S005899,collision
2016S005900,collision
2016S005901,collision
2016S005902,collision
2016S005903,run_over
2016S005904,collision
2016S005905,frontal
2016S005906,collision
2016S005907,collision
2016S005908,collision
2016S005909,frontal
2016S005910,frontal
2016S005911,frontal
2016S005912,run_over
2016S005913,overturning
2016S005914,frontal
2016S005915,frontal
2016S005916,collision
2016S005917,fall--motorcycle
2016S005918,collision
2016S005919,collision
2016S005920,run_over
2016S005921,collision
2016S005922,collision
2016S005923,collision
2016S005924,collision
2016S005925,frontal
2016S005926,misc_type
2016S005927,collision
2016S005928,collision
2016S005929,collision
2016S005930,run_over
2016S005931,misc_type
2016S005932,frontal
2016S005933,crash
2016S005934,collision
2016S005935,run_over
2016S005936,collision
2016S005937,collision
2016S005938,fall_inside_vehicle
2016S005939,collision
2016S005940,frontal
2016S005941,collision
2016S005942,collision
2016S005943,collision
2016S005944,collision
2016S005945,collision
2016S005946,collision
2016S005947,collision
2016S005948,frontal
2016S005949,crash
2016S005950,crash
2016S005951,fall--motorcycle
2016S005952,collision
2016S005953,fall_inside_vehicle
2016S005954,fall--motorcycle
2016S005955,collision
2016S005956,collision
2016S005957,fall--motorcycle
2016S005958,collision
2016S005959,fall--motorcycle
2016S005960,collision
2016S005961,frontal
2016S005962,run_over
2016S005963,collision
2016S005964,frontal
2016S005965,collision
2016S005966,run_over
2016S005967,fall--motorcycle
2016S005968,run_over
2016S005969,collision
2016S005970,collision
2016S005971,collision
2016S005972,collision
2016S005973,collision
2016S005974,collision
2016S005975,collision
2016S005976,frontal
2016S005977,collision
2016S005978,fall--motorcycle
2016S005979,collision
2016S005980,frontal
2016S005981,fall--motorcycle
2016S005982,collision
2016S005983,frontal
2016S005984,collision
2016S005985,frontal
2016S005986,collision
2016S005987,frontal
2016S005988,crash
2016S005989,collision
2016S005990,collision
2016S005991,frontal
2016S005992,collision
2016S005993,frontal
2016S005994,collision
2016S005995,frontal
2016S005996,run_over
2016S005997,collision
2016S005998,collision
2016S005999,collision
2016S006000,misc_type
2016S006001,collision
2016S006002,collision
2016S006003,collision
2016S006004,collision
2016S006005,collision
2016S006006,collision
2016S006007,collision
2016S006008,crash
2016S006009,frontal
2016S006010,frontal
2016S006011,misc_type
2016S006012,fall--motorcycle
2016S006013,collision
2016S006014,collision
2016S006015,fall_inside_vehicle
2016S006016,frontal
2016S006017,collision
2016S006018,frontal
2016S006019,run_over
2016S006020,frontal
2016S006021,collision
2016S006022,collision
2016S006023,collision
2016S006024,run_over
2016S006025,frontal
2016S006026,fall--motorcycle
2016S006027,misc_type
2016S006028,collision
2016S006029,collision
2016S006030,collision
2016S006031,frontal
2016S006032,run_over
2016S006033,collision
2016S006034,fall--motorcycle
2016S006035,frontal
2016S006036,frontal
2016S006037,frontal
2016S006038,collision
2016S006039,crash
2016S006040,collision
2016S006041,collision
2016S006042,crash
2016S006043,collision
2016S006044,frontal
2016S006045,collision
2016S006046,collision
2016S006047,frontal
2016S006048,collision
2016S006049,fall--motorcycle
2016S006050,frontal
2016S006051,collision
2016S006052,run_over
2016S006053,run_over
2016S006054,collision
2016S006055,collision
2016S006056,collision
2016S006057,collision
2016S006058,frontal
2016S006059,frontal
2016S006060,run_over
2016S006061,collision
2016S006062,fall--motorcycle
2016S006063,frontal
2016S006064,collision
2016S006065,frontal
2016S006066,crash
2016S006067,frontal
2016S006068,crash
2016S006069,collision
2016S006070,collision
2016S006071,frontal
2016S006072,collision
2016S006073,collision
2016S006074,collision
2016S006075,collision
2016S006076,collision
2016S006077,collision
2016S006078,crash
2016S006079,collision
2016S006080,fall_inside_vehicle
2016S006081,frontal
2016S006082,run_over
2016S006083,run_over
2016S006084,frontal
2016S006085,fall--motorcycle
2016S006086,fall--motorcycle
2016S006087,collision
2016S006088,frontal
2016S006089,collision
2016S006090,collision
2016S006091,run_over
2016S006092,collision
2016S006093,collision
2016S006094,crash
2016S006095,fall--motorcycle
2016S006096,collision
2016S006097,collision
2016S006098,collision
2016S006099,collision
2016S006100,collision
2016S006101,frontal
2016S006102,collision
2016S006103,collision
2016S006104,collision
2016S006105,run_over
2016S006106,fall--motorcycle
2016S006107,frontal
2016S006108,collision
2016S006109,frontal
2016S006110,collision
2016S006111,collision
2016S006112,frontal
2016S006113,frontal
2016S006114,frontal
2016S006115,collision
2016S006116,fall--motorcycle
2016S006117,collision
2016S006118,crash
2016S006119,run_over
2016S006120,collision
2016S006121,collision
2016S006122,collision
2016S006123,frontal
2016S006124,collision
2016S006125,misc_type
2016S006126,run_over
2016S006127,frontal
2016S006128,collision
2016S006129,collision
2016S006130,collision
2016S006131,run_over
2016S006132,collision
2016S006133,frontal
2016S006134,collision
2016S006135,fall--motorcycle
2016S006136,frontal
2016S006137,collision
2016S006138,crash
2016S006139,collision
2016S006140,frontal
2016S006141,frontal
2016S006142,run_over
2016S006143,crash
2016S006144,collision
2016S006145,frontal
2016S006146,collision
2016S006147,collision
2016S006148,collision
2016S006149,crash
2016S006150,run_over
2016S006151,frontal
2016S006152,frontal
2016S006153,fall--motorcycle
2016S006154,Other_types
2016S006155,fall--motorcycle
2016S006156,crash
2016S006157,collision
2016S006158,collision
2016S006159,collision
2016S006160,collision
2016S006161,collision
2016S006162,frontal
2016S006163,collision
2016S006164,collision
2016S006165,frontal
2016S006166,fall_inside_vehicle
2016S006167,collision
2016S006168,run_over
2016S006169,collision
2016S006170,run_over
2016S006171,collision
2016S006172,collision
2016S006173,frontal
2016S006174,misc_type
2016S006175,collision
2016S006176,collision
2016S006177,frontal
2016S006178,collision
2016S006179,collision
2016S006180,frontal
2016S006181,run_over
2016S006182,collision
2016S006183,collision
2016S006184,collision
2016S006185,crash
2016S006186,frontal
2016S006187,collision
2016S006188,collision
2016S006189,run_over
2016S006190,frontal
2016S006191,run_over
2016S006192,frontal
2016S006193,fall--motorcycle
2016S006194,frontal
2016S006195,collision
2016S006196,run_over
2016S006197,crash
2016S006198,run_over
2016S006199,crash
2016S006200,frontal
2016S006201,collision
2016S006202,frontal
2016S006203,collision
2016S006204,fall--motorcycle
2016S006205,run_over
2016S006206,collision
2016S006207,collision
2016S006208,collision
2016S006209,collision
2016S006210,collision
2016S006211,collision
2016S006212,frontal
2016S006213,crash
2016S006214,collision
2016S006215,collision
2016S006216,fall--motorcycle
2016S006217,collision
2016S006218,collision
2016S006219,collision
2016S006220,fall--motorcycle
2016S006221,crash
2016S006222,collision
2016S006223,run_over
2016S006224,collision
2016S006225,frontal
2016S006226,frontal
2016S006227,fall--motorcycle
2016S006228,collision
2016S006229,fall--motorcycle
2016S006230,run_over
2016S006231,frontal
2016S006232,collision
2016S006233,run_over
2016S006234,run_over
2016S006235,collision
2016S006236,collision
2016S006237,run_over
2016S006238,collision
2016S006239,frontal
2016S006240,frontal
2016S006241,run_over
2016S006242,crash
2016S006243,crash
2016S006244,collision
2016S006245,collision
2016S006246,frontal
2016S006247,collision
2016S006248,collision
2016S006249,collision
2016S006250,fall--motorcycle
2016S006251,collision
2016S006252,collision
2016S006253,collision
2016S006254,frontal
2016S006255,fall--motorcycle
2016S006256,collision
2016S006257,frontal
2016S006258,frontal
2016S006259,collision
2016S006260,collision
2016S006261,collision
2016S006262,fall--motorcycle
2016S006263,fall_inside_vehicle
2016S006264,collision
2016S006265,collision
2016S006266,collision
2016S006267,crash
2016S006268,run_over
2016S006269,run_over
2016S006270,collision
2016S006271,crash
2016S006272,collision
2016S006273,collision
2016S006274,fall--motorcycle
2016S006275,collision
2016S006276,collision
2016S006277,collision
2016S006278,crash
2016S006279,crash
2016S006280,run_over
2016S006281,collision
2016S006282,collision
2016S006283,frontal
2016S006284,collision
2016S006285,crash
2016S006286,frontal
2016S006287,collision
2016S006288,frontal
2016S006289,frontal
2016S006290,collision
2016S006291,collision
2016S006292,frontal
2016S006293,collision
2016S006294,frontal
2016S006295,frontal
2016S006296,frontal
2016S006297,run_over
2016S006298,run_over
2016S006299,crash
2016S006300,collision
2016S006301,Other_types
2016S006302,collision
2016S006303,run_over
2016S006304,collision
2016S006305,frontal
2016S006306,run_over
2016S006307,fall--motorcycle
2016S006308,frontal
2016S006309,collision
2016S006310,collision
2016S006311,collision
2016S006312,frontal
2016S006313,collision
2016S006314,collision
2016S006315,crash
2016S006316,frontal
2016S006317,run_over
2016S006318,collision
2016S006319,frontal
2016S006320,collision
2016S006321,misc_type
2016S006322,frontal
2016S006323,run_over
2016S006324,collision
2016S006325,fall--motorcycle
2016S006326,run_over
2016S006327,collision
2016S006328,collision
2016S006329,frontal
2016S006330,fall--motorcycle
2016S006331,crash
2016S006332,crash
2016S006333,crash
2016S006334,frontal
2016S006335,misc_type
2016S006336,collision
2016S006337,crash
2016S006338,collision
2016S006339,frontal
2016S006340,frontal
2016S006341,run_over
2016S006342,collision
2016S006343,collision
2016S006344,collision
2016S006345,collision
2016S006346,collision
2016S006347,frontal
2016S006348,frontal
2016S006349,run_over
2016S006350,collision
2016S006351,frontal
2016S006352,fall_inside_vehicle
2016S006353,collision
2016S006354,collision
2016S006355,collision
2016S006356,frontal
2016S006357,run_over
2016S006358,collision
2016S006359,collision
2016S006360,collision
2016S006361,frontal
2016S006362,collision
2016S006363,run_over
2016S006364,frontal
2016S006365,frontal
2016S006366,frontal
2016S006367,fall--motorcycle
2016S006368,collision
2016S006369,crash
2016S006370,collision
2016S006371,fall--motorcycle
2016S006372,collision
2016S006373,run_over
2016S006374,collision
2016S006375,collision
2016S006376,collision
2016S006377,run_over
2016S006378,collision
2016S006379,collision
2016S006380,run_over
2016S006381,run_over
2016S006382,collision
2016S006383,collision
2016S006384,collision
2016S006385,collision
2016S006386,collision
2016S006387,frontal
2016S006388,frontal
2016S006389,run_over
2016S006390,collision
2016S006391,collision
2016S006392,collision
2016S006393,collision
2016S006394,collision
2016S006395,collision
2016S006396,collision
2016S006397,collision
2016S006398,collision
2016S006399,collision
2016S006400,frontal
2016S006401,crash
2016S006402,run_over
2016S006403,collision
2016S006404,collision
2016S006405,collision
2016S006406,collision
2016S006407,collision
2016S006408,frontal
2016S006409,frontal
2016S006410,collision
2016S006411,run_over
2016S006412,run_over
2016S006413,crash
2016S006414,collision
2016S006415,collision
2016S006416,collision
2016S006417,frontal
2016S006418,frontal
2016S006419,collision
2016S006420,collision
2016S006421,fall--motorcycle
2016S006422,run_over
2016S006423,crash
2016S006424,frontal
2016S006425,misc_type
2016S006426,Other_types
2016S006427,fall--motorcycle
2016S006428,frontal
2016S006429,crash
2016S006430,collision
2016S006431,collision
2016S006432,collision
2016S006433,run_over
2016S006434,frontal
2016S006435,frontal
2016S006436,crash
2016S006437,collision
2016S006438,frontal
2016S006439,collision
2016S006440,fall_inside_vehicle
2016S006441,run_over
2016S006442,run_over
2016S006443,frontal
2016S006444,frontal
2016S006445,collision
2016S006446,collision
2016S006447,collision
2016S006448,collision
2016S006449,collision
2016S006450,collision
2016S006451,run_over
2016S006452,run_over
2016S006453,frontal
2016S006454,crash
2016S006455,misc_type
2016S006456,collision
2016S006457,crash
2016S006458,collision
2016S006459,frontal
2016S006460,frontal
2016S006461,misc_type
2016S006462,frontal
2016S006463,collision
2016S006464,misc_type
2016S006465,collision
2016S006466,collision
2016S006467,collision
2016S006468,fall--motorcycle
2016S006469,crash
2016S006470,collision
2016S006471,frontal
2016S006472,collision
2016S006473,crash
2016S006474,frontal
2016S006475,frontal
2016S006476,collision
2016S006477,collision
2016S006478,collision
2016S006479,collision
2016S006480,fall--motorcycle
2016S006481,crash
2016S006482,frontal
2016S006483,frontal
2016S006484,collision
2016S006485,frontal
2016S006486,collision
2016S006487,collision
2016S006488,collision
2016S006489,crash
2016S006490,collision
2016S006491,collision
2016S006492,fall--motorcycle
2016S006493,fall_inside_vehicle
2016S006494,frontal
2016S006495,fall_inside_vehicle
2016S006496,run_over
2016S006497,collision
2016S006498,run_over
2016S006499,run_over
2016S006500,frontal
2016S006501,run_over
2016S006502,collision
2016S006503,collision
2016S006504,frontal
2016S006505,collision
2016S006506,collision
2016S006507,collision
2016S006508,run_over
2016S006509,fall--motorcycle
2016S006510,collision
2016S006511,collision
2016S006512,collision
2016S006513,frontal
2016S006514,fall_inside_vehicle
2016S006515,run_over
2016S006516,frontal
2016S006517,fall--motorcycle
2016S006518,frontal
2016S006519,frontal
2016S006520,misc_type
2016S006521,collision
2016S006522,collision
2016S006523,frontal
2016S006524,collision
2016S006525,frontal
2016S006526,collision
2016S006527,run_over
2016S006528,run_over
2016S006529,fall--motorcycle
2016S006530,collision
2016S006531,crash
2016S006532,collision
2016S006533,collision
2016S006534,collision
2016S006535,misc_type
2016S006536,crash
2016S006537,collision
2016S006538,run_over
2016S006540,collision
2016S006541,frontal
2016S006542,collision
2016S006543,collision
2016S006544,collision
2016S006545,collision
2016S006546,collision
2016S006547,collision
2016S006548,collision
2016S006549,fall--motorcycle
2016S006550,frontal
2016S006551,collision
2016S006552,frontal
2016S006553,collision
2016S006554,crash
2016S006555,run_over
2016S006556,fall--motorcycle
2016S006557,crash
